"Country or Area","Year","Value","Value Footnotes"
"France","1963","63000000",""
"France","1962","153000000",""
"France","1961","356000000",""
"France","1960","507000000",""
"Gabon","2016","6000000",""
"Gabon","2015","5000000",""
"Gabon","2013","2000000",""
"Gabon","2012","1000000",""
"Gabon","2011","5000000",""
"Gabon","2010","22000000",""
"Gabon","2007","18000000",""
"Gabon","2006","20000000",""
"Gabon","2004","6000000",""
"Gabon","1990","29000000",""
"Gabon","1989","10000000",""
"Gabon","1988","28000000",""
"Gabon","1987","10000000",""
"Gabon","1986","7000000",""
"Gabon","1985","2000000",""
"Gabon","1984","102000000",""
"Gabon","1983","11000000",""
"Gabon","1982","5000000",""
"Gabon","1981","37000000",""
"Gabon","1980","26000000",""
"Gabon","1978","80000000",""
"Gabon","1977","28000000",""
"Gabon","1976","48000000",""
"Gabon","1975","35000000",""
"Gabon","1974","10000000",""
"Gabon","1973","2000000",""
"Gabon","1971","24000000",""
"Gabon","1970","1000000",""
"Gabon","1969","4000000",""
"Gabon","1968","2000000",""
"Gabon","1966","2000000",""
"Gabon","1965","0","2"
"Gabon","1964","3000000",""
"Gabon","1961","3000000",""
"Georgia","2017","7000000",""
"Georgia","2014","1000000",""
"Georgia","2013","5000000",""
"Georgia","2011","2000000",""
"Georgia","2009","36000000",""
"Georgia","2008","97000000",""
"Georgia","2007","161000000",""
"Georgia","2006","97000000",""
"Georgia","2005","92000000",""
"Georgia","2004","37000000",""
"Georgia","2003","1000000",""
"Georgia","2001","85000000",""
"Georgia","2000","6000000",""
"Georgia","1999","23000000",""
"Georgia","1998","28000000",""
"Georgia","1997","4000000",""
"Georgia","1993","4000000",""
"Germany","2017","65000000",""
"Germany","2016","61000000",""
"Germany","2015","95000000",""
"Germany","2014","108000000",""
"Germany","2013","113000000",""
"Germany","2012","142000000",""
"Germany","2011","99000000",""
"Germany","2010","283000000",""
"Germany","2009","339000000",""
"Germany","2008","293000000",""
"Germany","2007","82000000",""
"Germany","2006","416000000",""
"Germany","2005","204000000",""
"Germany","2004","239000000",""
"Germany","2003","64000000",""
"Germany","2002","71000000",""
"Germany","2001","133000000",""
"Germany","2000","113000000",""
"Germany","1999","129000000",""
"Germany","1998","543000000",""
"Germany","1997","61000000",""
"Germany","1996","246000000",""
"Germany","1995","228000000",""
"Germany","1994","423000000",""
"Germany","1993","535000000",""
"Germany","1992","685000000",""
"Germany","1991","694000000",""
"Germany","1990","716000000",""
"Germany","1989","708000000",""
"Germany","1988","430000000",""
"Germany","1987","321000000",""
"Germany","1986","311000000",""
"Germany","1985","111000000",""
"Germany","1984","374000000",""
"Germany","1983","468000000",""
"Germany","1982","526000000",""
"Germany","1981","352000000",""
"Germany","1980","237000000",""
"Germany","1979","77000000",""
"Germany","1978","709000000",""
"Germany","1977","1049000000",""
"Germany","1976","1395000000",""
"Germany","1975","1813000000",""
"Germany","1974","2109000000",""
"Germany","1973","1709000000",""
"Germany","1972","805000000",""
"Germany","1971","2340000000",""
"Germany","1970","1475000000",""
"Germany","1969","1256000000",""
"Germany","1968","1198000000",""
"Germany","1967","1324000000",""
"Germany","1966","3211000000",""
"Germany","1965","3323000000",""
"Germany","1964","3710000000",""
"Germany","1963","3219000000",""
"Germany","1962","2466000000",""
"Germany","1961","1973000000",""
"Germany","1960","2018000000",""
"Ghana","2016","14000000",""
"Ghana","2015","13000000",""
"Ghana","2014","14000000",""
"Ghana","2013","63000000",""
"Ghana","2012","39000000",""
"Ghana","2011","76000000",""
"Ghana","2010","2000000",""
"Ghana","2009","11000000",""
"Ghana","2007","16000000",""
"Ghana","2006","0","2"
"Ghana","2005","0","2"
"Ghana","2004","35000000",""
"Ghana","2003","6000000",""
"Ghana","2002","1000000",""
"Ghana","2001","12000000",""
"Ghana","2000","1000000",""
"Ghana","1999","7000000",""
"Ghana","1997","5000000",""
"Ghana","1996","7000000",""
"Ghana","1994","11000000",""
"Ghana","1991","1000000",""
"Ghana","1990","4000000",""
"Ghana","1989","2000000",""
"Ghana","1987","13000000",""
"Ghana","1985","5000000",""
"Ghana","1981","50000000",""
"Ghana","1980","38000000",""
"Ghana","1979","7000000",""
"Ghana","1978","18000000",""
"Ghana","1976","39000000",""
"Ghana","1975","28000000",""
"Ghana","1974","19000000",""
"Ghana","1973","8000000",""
"Ghana","1972","12000000",""
"Ghana","1967","1000000",""
"Ghana","1966","24000000",""
"Ghana","1965","40000000",""
"Ghana","1964","40000000",""
"Ghana","1963","6000000",""
"Ghana","1962","20000000",""
"Ghana","1961","105000000",""
"Ghana","1960","12000000",""
"Greece","2017","56000000",""
"Greece","2016","324000000",""
"Greece","2015","771000000",""
"Greece","2014","204000000",""
"Greece","2013","47000000",""
"Greece","2012","29000000",""
"Greece","2011","81000000",""
"Greece","2010","641000000",""
